age,education,day,month,y
24,tertiary,27,may,no
35,secondary,20,may,no
25,secondary,5,mar,no
52,tertiary,20,jun,no
29,tertiary,13,may,no
59,secondary,20,nov,no
46,secondary,15,may,no
46,tertiary,18,may,no
50,tertiary,23,may,no
30,secondary,23,jul,no
43,tertiary,3,jun,no
44,secondary,21,jul,no
33,secondary,28,may,no
35,secondary,8,may,no
40,secondary,12,jun,no
39,tertiary,20,nov,no
39,secondary,27,may,no
34,tertiary,18,nov,no
50,tertiary,21,nov,no
54,tertiary,3,apr,no
34,tertiary,7,aug,no
39,tertiary,25,jan,no
41,primary,14,may,no
40,tertiary,8,may,no
48,tertiary,30,jul,no
25,tertiary,28,jul,no
49,tertiary,12,aug,no
57,primary,31,jul,no
31,secondary,25,aug,no
40,tertiary,5,jun,no
28,secondary,23,jul,no
31,tertiary,8,may,no
47,primary,18,jun,no
31,secondary,22,jul,no
29,tertiary,23,feb,yes
39,tertiary,15,may,no
33,primary,23,may,no
59,secondary,14,aug,no
50,unknown,15,may,no
34,secondary,18,nov,no
35,tertiary,15,jun,no
25,secondary,8,jul,no
29,unknown,3,jun,no
77,secondary,28,apr,no
39,secondary,13,may,no
58,secondary,4,feb,no
34,primary,2,jun,no
45,primary,2,apr,no
37,secondary,12,jun,no
52,secondary,23,may,no
47,primary,29,jul,no
32,secondary,9,sep,yes
51,primary,16,jun,no
41,secondary,29,jul,no
55,secondary,27,may,no
56,secondary,30,jul,no
65,unknown,2,aug,no
52,secondary,13,may,no
31,secondary,3,jun,no
81,primary,9,sep,no
30,secondary,11,feb,yes
33,secondary,15,may,no
53,tertiary,3,jun,no
57,secondary,17,nov,yes
55,secondary,7,may,no
46,secondary,19,jun,no
38,secondary,23,may,no
56,primary,17,jun,no
46,primary,6,aug,no
49,primary,7,aug,no
48,primary,9,sep,yes
37,secondary,6,may,no
36,tertiary,13,aug,yes
27,secondary,17,jul,no
43,primary,12,may,no
20,secondary,11,aug,no
51,tertiary,15,may,no
27,secondary,13,may,no
35,secondary,9,may,no
32,secondary,4,jun,no
34,primary,2,jun,no
44,tertiary,6,may,no
49,secondary,15,may,no
44,tertiary,21,nov,no
38,secondary,17,jun,no
30,primary,28,aug,no
58,secondary,28,aug,no
38,primary,26,may,no
40,secondary,20,jun,no
24,secondary,28,may,no
67,primary,28,jun,yes
47,primary,15,may,no
31,secondary,12,jun,no
42,primary,7,jul,no
25,secondary,2,sep,no
42,secondary,13,may,no
53,secondary,19,jun,no
37,tertiary,5,aug,yes
64,unknown,9,sep,no
29,secondary,8,oct,yes
26,secondary,22,jul,no
41,tertiary,18,nov,no
41,secondary,12,may,no
45,secondary,17,jun,no
30,tertiary,18,may,no
49,secondary,17,nov,no
38,tertiary,28,jul,no
29,secondary,20,jun,yes
37,unknown,28,jul,no
57,secondary,22,aug,no
71,primary,7,aug,yes
51,primary,29,jul,yes
46,primary,7,aug,no
31,tertiary,3,jun,no
55,secondary,18,aug,no
28,tertiary,8,may,no
81,primary,27,sep,yes
48,tertiary,21,nov,no
95,primary,21,apr,yes
30,tertiary,18,nov,no
33,tertiary,19,aug,no
37,secondary,20,may,no
42,tertiary,15,may,no
30,secondary,16,jun,no
33,primary,11,jul,no
29,tertiary,30,may,yes
39,tertiary,11,may,yes
76,unknown,15,jun,no
46,secondary,14,aug,no
34,tertiary,8,aug,no
58,primary,4,jun,no
27,primary,18,may,no
47,secondary,8,may,no
28,secondary,21,may,no
26,secondary,23,jul,no
25,secondary,15,jul,yes
30,secondary,29,jan,no
50,secondary,27,may,no
30,tertiary,22,aug,no
42,primary,17,jul,no
47,tertiary,15,apr,no
40,primary,30,may,yes
57,secondary,22,aug,no
43,tertiary,5,may,no
60,secondary,30,may,no
37,secondary,8,may,no
43,secondary,7,may,no
51,primary,20,aug,no
30,secondary,12,may,no
41,secondary,29,jul,no
42,primary,6,may,no
41,secondary,6,jun,no
51,tertiary,25,jul,no
77,primary,16,apr,no
30,primary,21,may,no
35,secondary,29,jan,no
39,primary,28,jul,no
53,primary,29,may,no
26,tertiary,18,may,no
49,tertiary,23,apr,no
52,primary,20,may,no
54,secondary,30,may,no
55,primary,18,jun,no
35,tertiary,15,may,no
56,secondary,2,jun,no
42,unknown,21,nov,no
30,secondary,4,may,no
46,tertiary,30,jul,yes
29,secondary,6,may,no
30,tertiary,13,aug,no
46,tertiary,15,may,no
35,primary,21,jul,no
39,secondary,16,jun,no
61,secondary,27,jul,yes
49,secondary,4,jun,no
39,secondary,8,may,no
52,secondary,18,feb,yes
30,secondary,7,may,no
38,tertiary,6,may,no
53,tertiary,17,jul,no
58,secondary,10,jul,no
51,unknown,30,jul,no
47,secondary,21,jul,no
45,secondary,18,jun,no
42,secondary,2,jun,no
32,unknown,21,may,no
52,secondary,19,may,no
38,secondary,11,may,no
51,unknown,28,aug,no
36,secondary,21,aug,no
30,secondary,4,feb,no
43,tertiary,19,jun,no
29,tertiary,7,may,no
42,secondary,20,aug,no
83,unknown,12,oct,no
46,unknown,8,sep,yes
42,tertiary,27,aug,no
31,tertiary,21,jul,no
28,secondary,21,may,no
34,secondary,29,jan,no
26,tertiary,13,apr,yes
37,tertiary,5,may,no
43,secondary,3,feb,no
26,secondary,27,may,no
33,primary,16,apr,no
32,primary,8,jul,no
32,secondary,19,nov,no
30,secondary,4,jul,no
44,tertiary,26,oct,no
33,tertiary,12,aug,no
36,secondary,17,jun,no
40,primary,16,may,no
62,secondary,3,aug,yes
38,primary,8,may,no
41,secondary,22,jul,no
60,tertiary,11,aug,no
43,tertiary,12,aug,no
31,unknown,21,nov,no
45,secondary,27,aug,no
29,secondary,11,may,no
44,tertiary,11,jun,no
58,tertiary,1,apr,no
59,secondary,14,jan,yes
31,tertiary,13,may,no
46,tertiary,18,aug,no
39,tertiary,20,nov,no
44,secondary,30,may,no
43,secondary,5,may,no
33,tertiary,5,may,no
65,secondary,8,apr,yes
47,primary,15,may,no
45,tertiary,19,nov,no
48,primary,6,aug,no
42,secondary,26,may,no
33,primary,13,may,no
40,tertiary,18,jun,no
53,secondary,6,may,no
62,primary,14,jun,yes
51,secondary,26,aug,no
33,secondary,6,may,no
43,secondary,18,may,no
60,primary,4,may,no
83,tertiary,12,oct,no
57,primary,21,jul,no
35,primary,20,jun,no
31,tertiary,24,jun,no
44,secondary,21,nov,no
45,tertiary,20,aug,no
46,tertiary,12,aug,no
38,secondary,7,may,no
55,secondary,28,jan,no
57,tertiary,14,may,no
32,secondary,14,jul,no
35,secondary,18,may,yes
36,tertiary,25,aug,no
26,tertiary,17,jul,no
31,tertiary,21,aug,no
28,secondary,4,feb,no
52,secondary,13,may,no
47,secondary,10,jul,no
47,secondary,2,feb,no
43,secondary,16,apr,no
32,primary,29,jan,yes
32,tertiary,21,nov,no
32,secondary,21,may,no
39,primary,2,jun,no
33,tertiary,21,jul,no
34,primary,29,jul,no
33,secondary,11,may,no
36,secondary,19,nov,no
46,secondary,14,may,no
26,secondary,18,may,no
30,tertiary,17,oct,yes
37,tertiary,25,aug,no
45,secondary,15,may,no
35,secondary,14,may,yes
42,tertiary,21,nov,yes
29,primary,28,may,no
31,secondary,27,may,no
44,secondary,17,nov,no
30,secondary,29,may,no
41,secondary,19,aug,no
51,primary,6,may,no
30,tertiary,26,jun,yes
41,primary,18,nov,no
41,secondary,20,aug,no
56,primary,19,aug,no
44,unknown,7,may,no
26,tertiary,4,jun,no
43,primary,18,jul,no
31,secondary,18,nov,no
33,tertiary,20,nov,no
46,tertiary,13,may,no
40,tertiary,21,aug,no
55,secondary,30,jan,no
31,secondary,26,may,no
51,unknown,7,may,no
44,secondary,18,jun,no
49,secondary,17,jun,no
41,tertiary,26,aug,no
50,secondary,25,may,no
53,primary,9,may,no
50,primary,19,aug,no
26,secondary,27,may,no
42,secondary,7,may,no
38,secondary,21,jul,no
30,tertiary,30,oct,no
44,tertiary,11,jul,no
54,tertiary,5,aug,no
31,secondary,13,may,no
27,secondary,22,jul,no
41,secondary,17,jun,no
53,secondary,20,apr,no
38,tertiary,20,jun,no
44,tertiary,11,may,no
32,secondary,6,may,no
44,tertiary,28,jan,no
41,secondary,8,may,no
34,tertiary,21,nov,yes
42,secondary,2,mar,yes
59,secondary,28,jan,no
56,primary,11,may,no
34,tertiary,27,aug,no
34,secondary,8,jul,no
35,tertiary,11,jun,no
36,secondary,24,jun,no
35,primary,31,jul,no
38,secondary,16,jun,no
50,primary,20,nov,no
36,secondary,2,feb,no
52,secondary,14,may,no
33,secondary,22,jul,no
50,unknown,11,jun,no
37,secondary,3,jun,no
34,tertiary,30,jan,no
60,unknown,15,may,no
24,unknown,14,apr,yes
75,secondary,11,feb,yes
40,primary,11,may,no
41,tertiary,14,jul,no
41,secondary,5,feb,no
41,secondary,3,feb,no
49,tertiary,28,aug,no
46,tertiary,21,jul,no
34,tertiary,2,feb,no
27,secondary,18,may,no
29,primary,13,may,no
39,secondary,10,feb,yes
30,secondary,20,may,no
35,secondary,31,jul,no
32,tertiary,20,nov,yes
45,primary,21,jul,no
45,primary,20,jun,no
19,secondary,3,sep,no
59,primary,8,may,no
29,secondary,9,feb,no
45,unknown,17,jun,no
37,tertiary,31,jul,no
30,tertiary,19,oct,yes
42,secondary,12,may,no
42,primary,27,may,no
29,secondary,10,jul,no
37,tertiary,8,apr,no
71,secondary,13,aug,no
48,secondary,19,aug,no
28,tertiary,6,feb,no
29,primary,12,may,no
37,tertiary,22,jul,no
31,primary,29,jan,no
26,secondary,27,jan,no
31,secondary,15,may,no
26,tertiary,23,jul,no
60,primary,21,jul,no
49,tertiary,19,may,no
52,secondary,11,oct,no
56,unknown,6,may,no
26,tertiary,28,may,no
32,tertiary,18,aug,no
57,secondary,10,jul,yes
58,primary,29,jul,no
48,secondary,20,nov,no
53,primary,30,jul,no
34,tertiary,11,dec,no
37,secondary,10,feb,no
41,tertiary,30,apr,no
44,unknown,23,may,no
58,secondary,6,may,no
47,secondary,12,jan,yes
37,tertiary,28,aug,no
39,secondary,28,may,no
50,tertiary,28,oct,yes
50,secondary,8,apr,no
31,secondary,7,may,no
31,secondary,13,oct,no
57,primary,9,dec,no
26,tertiary,17,aug,no
35,tertiary,30,may,no
58,secondary,12,may,yes
47,primary,7,may,no
30,primary,9,feb,no
46,secondary,17,nov,no
43,primary,30,may,no
47,secondary,29,jan,no
44,secondary,17,jun,no
39,tertiary,27,may,no
37,tertiary,23,may,no
50,secondary,5,jun,yes
31,tertiary,18,aug,yes
23,secondary,26,may,no
36,secondary,14,may,no
57,tertiary,21,jul,no
53,tertiary,5,apr,yes
45,secondary,18,nov,no
46,secondary,13,may,no
31,tertiary,20,may,no
36,primary,12,may,no
28,tertiary,2,feb,no
34,secondary,27,may,no
47,tertiary,22,jul,no
37,tertiary,19,nov,no
42,primary,8,may,no
31,secondary,28,may,no
35,secondary,14,may,no
31,secondary,20,may,no
34,tertiary,12,may,no
45,tertiary,15,jul,no
32,primary,6,jun,no
40,unknown,7,apr,no
33,tertiary,30,may,no
32,tertiary,18,nov,no
37,primary,18,may,no
32,secondary,23,jul,no
41,secondary,1,jul,yes
24,secondary,3,jun,no
31,tertiary,29,jan,no
36,secondary,14,aug,no
50,tertiary,16,jun,no
62,unknown,26,feb,yes
33,secondary,6,jul,no
46,secondary,6,aug,no
32,primary,26,may,no
47,secondary,18,jun,no
58,tertiary,30,apr,yes
57,tertiary,14,apr,no
53,secondary,12,may,no
36,tertiary,14,apr,no
40,tertiary,24,jul,no
54,secondary,29,may,no
52,tertiary,19,aug,no
37,secondary,19,may,no
42,tertiary,21,may,no
33,secondary,20,apr,no
30,primary,12,may,no
32,secondary,11,jul,no
39,tertiary,5,aug,no
41,secondary,31,jul,no
29,secondary,2,jun,no
40,tertiary,18,jun,no
33,tertiary,22,aug,no
38,tertiary,2,feb,no
38,tertiary,10,feb,no
27,secondary,14,jul,no
42,tertiary,4,may,no
46,tertiary,2,aug,no
33,secondary,15,may,no
51,secondary,14,may,yes
50,secondary,5,feb,no
51,unknown,16,jun,no
38,tertiary,7,aug,no
35,secondary,28,may,no
35,secondary,17,jul,no
72,tertiary,24,jul,no
45,secondary,3,jun,no
43,secondary,4,feb,no
27,secondary,27,mar,yes
36,tertiary,14,dec,yes
36,secondary,20,jun,no
55,secondary,9,jun,no
38,secondary,16,jul,no
36,secondary,14,may,no
43,secondary,25,aug,yes
30,tertiary,17,apr,no
30,tertiary,21,nov,no
34,secondary,1,jun,no
25,secondary,4,jun,no
42,primary,8,may,no
34,tertiary,18,jun,yes
54,tertiary,17,may,no
26,tertiary,18,jul,no
38,primary,19,nov,no
45,primary,19,may,no
34,secondary,12,may,no
35,secondary,29,jul,no
42,tertiary,8,may,no
35,secondary,20,nov,no
60,tertiary,26,jun,no
46,tertiary,14,jul,no
46,secondary,31,jul,no
42,secondary,19,nov,no
49,tertiary,6,feb,no
33,primary,14,may,no
55,primary,16,jun,no
34,tertiary,16,jul,no
30,secondary,3,feb,no
44,tertiary,18,nov,no
41,primary,8,jul,no
59,secondary,5,may,no
33,secondary,2,jun,no
35,tertiary,13,may,no
31,tertiary,29,jan,no
60,secondary,19,may,no
37,primary,16,jul,no
41,secondary,2,feb,no
34,secondary,11,jul,no
51,secondary,29,may,no
45,secondary,11,jul,no
34,secondary,20,aug,no
57,tertiary,4,sep,yes
29,secondary,5,feb,no
35,secondary,20,jun,no
59,unknown,4,aug,no
31,tertiary,21,may,no
48,secondary,6,may,no
29,secondary,14,may,no
56,primary,7,may,no
37,secondary,29,may,no
30,tertiary,21,may,no
40,tertiary,17,jun,yes
35,secondary,22,jul,no
29,tertiary,21,jul,no
36,secondary,6,jun,yes
40,tertiary,9,jul,no
33,secondary,18,nov,no
35,tertiary,8,apr,no
59,tertiary,28,jul,no
40,secondary,18,nov,no
36,tertiary,14,may,no
46,tertiary,15,may,no
52,tertiary,3,jun,no
32,secondary,16,may,no
40,primary,3,feb,no
29,tertiary,9,may,no
28,tertiary,28,jan,no
54,primary,17,apr,no
42,secondary,22,jul,no
57,tertiary,23,jul,no
32,secondary,29,jan,no
30,secondary,20,jun,no
49,secondary,10,jul,no
25,tertiary,28,jul,no
78,unknown,25,oct,yes
44,secondary,17,apr,no
64,tertiary,21,oct,yes
28,secondary,27,may,no
39,secondary,7,may,no
34,secondary,22,aug,no
39,secondary,30,apr,yes
22,primary,4,jun,no
29,secondary,6,apr,no
53,primary,9,jun,no
42,secondary,22,jul,no
57,tertiary,8,jul,no
47,secondary,19,nov,no
50,secondary,26,may,no
30,tertiary,28,may,no
53,tertiary,7,jul,no
35,tertiary,7,sep,no
55,tertiary,8,may,no
43,tertiary,9,jul,no
47,primary,13,may,no
33,tertiary,20,nov,no
23,secondary,15,may,no
30,secondary,9,sep,no
37,tertiary,27,feb,no
59,secondary,27,aug,no
33,secondary,12,apr,no
50,primary,15,may,no
25,tertiary,26,may,no
26,secondary,15,may,no
28,secondary,24,jul,no
24,secondary,17,jun,no
30,tertiary,28,jan,no
40,secondary,24,jul,no
30,tertiary,8,may,no
45,primary,12,aug,no
33,secondary,8,aug,no
55,secondary,29,jan,no
40,secondary,11,may,yes
55,secondary,30,apr,no
34,secondary,12,may,no
45,tertiary,8,jul,yes
34,secondary,2,feb,no
39,primary,8,may,no
53,primary,20,jun,no
37,secondary,20,nov,no
34,secondary,5,may,no
28,secondary,18,may,no
52,primary,19,nov,no
42,secondary,12,jun,no
53,primary,21,aug,no
25,secondary,8,jul,no
48,secondary,9,jun,no
40,tertiary,11,may,yes
33,secondary,23,may,no
36,tertiary,17,aug,yes
60,secondary,8,jul,no
26,secondary,12,may,no
48,secondary,14,aug,no
42,secondary,17,apr,no
62,primary,31,aug,no
34,secondary,3,jul,no
44,tertiary,20,nov,no
32,secondary,28,may,no
46,tertiary,8,aug,no
49,secondary,8,jul,no
58,secondary,12,may,no
69,primary,2,jul,yes
39,secondary,19,nov,no
52,primary,31,jul,no
40,secondary,12,jun,no
34,secondary,9,may,no
29,tertiary,8,apr,yes
30,secondary,7,may,no
57,secondary,18,aug,no
34,secondary,28,may,no
32,secondary,16,jul,no
51,secondary,15,jun,no
50,secondary,11,jul,no
41,unknown,4,jun,no
42,unknown,19,oct,yes
45,primary,17,apr,no
40,unknown,14,may,no
57,primary,5,jun,no
39,secondary,13,may,no
32,secondary,20,sep,no
60,tertiary,8,aug,no
48,tertiary,12,aug,no
53,secondary,30,may,yes
42,secondary,29,jan,no
29,secondary,17,apr,yes
31,tertiary,25,jul,no
34,tertiary,17,jul,no
42,tertiary,8,may,yes
39,secondary,7,jul,no
34,tertiary,8,may,no
46,secondary,17,jun,no
29,secondary,21,apr,yes
51,primary,16,may,no
34,secondary,10,jul,no
39,tertiary,4,may,no
48,primary,20,nov,no
38,primary,10,jul,no
26,tertiary,3,apr,no
58,tertiary,17,nov,no
35,secondary,18,may,no
33,tertiary,2,jun,no
49,secondary,13,may,no
40,primary,17,nov,no
48,secondary,8,apr,yes
28,secondary,18,may,no
32,secondary,9,jul,no
32,primary,21,nov,no
41,secondary,13,may,no
52,secondary,2,jun,no
42,secondary,4,dec,no
37,secondary,7,jul,no
34,secondary,18,jul,no
36,tertiary,22,aug,no
52,tertiary,21,nov,no
33,primary,6,aug,no
61,primary,15,apr,no
52,primary,21,nov,no
30,tertiary,8,aug,no
26,primary,21,jul,yes
52,tertiary,7,may,no
29,secondary,9,feb,no
33,tertiary,22,oct,yes
34,tertiary,14,apr,yes
50,secondary,14,may,no
54,secondary,5,may,no
33,unknown,22,may,no
57,primary,30,jul,no
37,secondary,21,jul,no
31,tertiary,6,may,no
27,tertiary,9,may,no
57,primary,8,jul,no
34,secondary,28,aug,yes
52,primary,21,aug,no
55,secondary,13,may,no
51,tertiary,21,aug,no
58,unknown,31,jul,no
42,tertiary,13,aug,no
58,secondary,14,aug,no
30,secondary,10,aug,no
51,tertiary,19,may,no
47,primary,18,jul,no
52,secondary,19,nov,no
28,tertiary,24,jul,no
46,primary,30,may,no
31,secondary,9,apr,no
39,tertiary,2,jun,no
43,secondary,6,may,no
59,primary,5,jun,no
47,tertiary,20,jun,no
54,tertiary,20,jun,no
36,tertiary,17,nov,no
50,primary,6,apr,yes
37,tertiary,16,jul,yes
46,unknown,11,aug,no
33,tertiary,19,nov,no
30,secondary,26,may,no
51,secondary,5,may,no
32,secondary,18,may,no
46,secondary,18,jun,no
61,tertiary,7,dec,no
54,tertiary,28,aug,no
48,tertiary,4,aug,no
33,secondary,4,feb,no
34,secondary,20,may,no
39,secondary,17,apr,no
35,secondary,30,jan,no
27,tertiary,16,may,yes
40,tertiary,19,aug,no
30,secondary,20,nov,yes
25,tertiary,12,oct,no
44,secondary,30,jul,no
51,secondary,22,jul,no
48,primary,27,may,no
57,secondary,14,aug,no
34,tertiary,18,may,no
31,secondary,11,aug,no
70,primary,8,jul,yes
27,tertiary,18,may,no
38,primary,7,may,no
56,secondary,25,aug,no
60,secondary,8,jul,no
30,unknown,2,jun,no
40,primary,12,may,no
35,secondary,9,may,no
58,secondary,29,jul,no
61,secondary,6,aug,yes
28,secondary,13,aug,no
33,tertiary,22,aug,no
58,tertiary,2,feb,yes
36,secondary,13,may,no
39,secondary,2,feb,no
60,unknown,9,jun,no
38,secondary,17,jun,no
57,primary,13,may,no
29,tertiary,20,may,no
41,secondary,30,may,no
45,tertiary,15,feb,yes
60,secondary,5,aug,no
28,secondary,5,feb,no
30,primary,3,jun,no
47,primary,9,may,no
26,secondary,20,jun,yes
35,secondary,13,may,no
40,secondary,30,jul,no
55,secondary,11,aug,no
60,tertiary,5,aug,no
49,primary,15,feb,yes
58,secondary,2,feb,no
40,tertiary,8,may,no
23,tertiary,16,jun,no
52,secondary,28,jan,no
28,tertiary,18,jun,no
45,tertiary,21,nov,no
49,secondary,17,nov,no
30,secondary,20,nov,no
24,unknown,27,may,no
34,tertiary,20,apr,no
54,primary,30,jan,no
45,tertiary,19,nov,no
29,secondary,7,jul,no
28,secondary,5,mar,yes
28,secondary,9,jul,no
39,secondary,4,aug,no
41,primary,19,jun,yes
27,tertiary,12,aug,no
54,primary,12,jun,no
43,tertiary,17,jun,no
37,secondary,12,may,no
55,tertiary,30,jul,yes
38,primary,14,may,no
44,primary,3,apr,no
59,tertiary,28,may,no
47,secondary,30,jun,no
36,tertiary,7,may,no
28,unknown,8,jul,no
28,primary,8,jul,no
52,secondary,11,aug,no
37,secondary,16,jun,no
44,secondary,29,may,no
30,secondary,6,may,no
55,secondary,16,jul,no
36,tertiary,29,jan,no
38,primary,14,may,no
38,secondary,7,dec,no
33,tertiary,18,nov,no
60,secondary,5,aug,no
30,tertiary,4,jun,no
30,tertiary,26,aug,no
32,secondary,12,aug,no
43,primary,9,jul,no
52,secondary,28,jan,no
37,tertiary,20,may,no
44,unknown,30,jan,no
32,tertiary,6,aug,no
47,secondary,26,aug,no
34,unknown,11,jul,no
35,secondary,20,apr,no
36,tertiary,6,aug,no
36,secondary,2,feb,no
56,secondary,14,may,no
44,secondary,31,jul,no
48,secondary,15,may,no
43,secondary,16,may,no
51,tertiary,4,aug,yes
47,primary,7,aug,no
41,secondary,6,apr,no
54,secondary,15,may,yes
56,tertiary,29,aug,no
33,tertiary,21,may,no
25,tertiary,31,jul,no
55,tertiary,16,jun,no
29,secondary,29,jan,no
36,secondary,3,jun,no
45,secondary,4,aug,no
26,secondary,6,may,no
39,secondary,20,aug,no
46,primary,20,nov,no
52,secondary,24,jul,no
45,secondary,28,may,no
36,secondary,9,mar,yes
33,secondary,13,may,no
31,tertiary,6,aug,no
40,secondary,30,may,no
46,primary,7,may,no
27,tertiary,23,may,no
57,unknown,19,jun,no
45,secondary,25,aug,no
60,primary,6,feb,no
49,primary,8,may,no
28,primary,16,may,no
40,tertiary,30,apr,yes
30,tertiary,6,may,no
52,tertiary,13,aug,no
33,secondary,30,apr,no
30,tertiary,12,aug,no
27,tertiary,18,may,no
29,secondary,6,feb,no
30,tertiary,22,may,no
57,secondary,6,aug,no
38,secondary,17,apr,no
33,secondary,14,may,no
41,primary,19,may,no
32,tertiary,29,sep,no
41,tertiary,14,jul,no
61,primary,10,dec,no
50,tertiary,15,apr,no
30,tertiary,5,apr,no
57,tertiary,20,jun,no
32,secondary,18,jul,no
58,primary,10,may,no
40,secondary,7,jan,no
32,tertiary,23,jul,no
34,tertiary,13,may,no
32,tertiary,29,may,no
48,secondary,4,feb,no
34,tertiary,5,aug,no
40,secondary,9,jul,no
26,secondary,17,jul,yes
45,unknown,19,may,no
47,unknown,21,may,no
35,tertiary,2,nov,yes
41,secondary,17,apr,no
38,primary,7,may,no
52,secondary,18,jun,no
47,secondary,7,jul,no
24,tertiary,5,may,no
52,secondary,29,jul,no
48,primary,20,jun,no
32,secondary,30,may,no
60,secondary,14,aug,no
34,secondary,11,may,no
41,secondary,18,nov,no
30,secondary,4,feb,no
34,secondary,5,may,no
26,secondary,20,apr,yes
57,primary,15,may,no
33,secondary,3,feb,no
27,secondary,22,jul,no
41,secondary,11,jul,no
31,tertiary,31,jul,no
24,secondary,14,may,no
48,secondary,18,nov,no
36,tertiary,25,sep,no
24,secondary,5,may,no
36,tertiary,24,sep,no
56,primary,20,aug,no
38,secondary,30,may,no
32,secondary,19,nov,no
51,primary,28,may,no
39,primary,17,jun,yes
35,tertiary,19,nov,no
58,secondary,2,nov,no
31,tertiary,17,apr,no
51,secondary,29,jul,no
56,secondary,31,jul,no
36,secondary,18,nov,no
22,secondary,5,jun,yes
49,tertiary,7,may,no
33,secondary,26,may,no
28,secondary,29,may,no
36,tertiary,17,oct,yes
40,primary,11,jun,no
57,tertiary,17,nov,no
40,tertiary,5,feb,no
41,secondary,16,jun,no
32,secondary,29,aug,no
43,secondary,19,may,yes
49,primary,18,nov,no
48,tertiary,17,nov,no
26,tertiary,10,jul,yes
46,tertiary,8,aug,no
44,secondary,16,may,no
42,primary,29,may,no
44,tertiary,3,feb,no
54,tertiary,9,jun,no
43,secondary,14,may,no
49,secondary,15,jul,no
37,tertiary,6,jun,no
40,unknown,5,may,no
33,primary,9,may,no
33,tertiary,3,jun,no
53,unknown,28,jan,no
41,secondary,8,may,yes
54,secondary,27,aug,no
49,secondary,9,may,no
39,secondary,3,jun,no
41,secondary,14,may,no
32,tertiary,25,aug,no
39,secondary,9,jul,yes
33,secondary,20,may,no
48,unknown,20,oct,no
58,secondary,9,jun,yes
31,tertiary,29,jul,no
50,tertiary,30,jul,yes
42,secondary,26,may,no
36,tertiary,7,sep,yes
46,tertiary,26,may,no
44,secondary,7,aug,yes
51,secondary,3,jul,no
48,primary,5,mar,no
39,secondary,9,jul,no
59,tertiary,21,nov,no
63,secondary,7,apr,no
55,secondary,30,jul,no
